STATION,STATION_NAME,DATE,TAVG,day
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360701,68,61
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360806,74,62
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360807,67,63
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360808,68,64
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360809,70,65
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360810,70,66
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360811,70,67
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360812,69,68
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360813,71,69
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360814,66,70
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360815,66,71
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360816,65,72
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360817,67,73
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360818,67,74
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360819,65,75
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360820,71,76
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360821,70,77
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360822,67,78
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360823,62,79
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360824,62,80
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360825,63,81
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360826,64,82
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360827,69,83
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360828,73,84
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360829,69,85
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360830,63,86
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360831,65,87
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360901,67,88
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360902,62,89
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360903,63,90
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360904,63,91
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360905,64,92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360906,67,93
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360907,66,94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360908,62,95
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360909,64,96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360910,59,97
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360911,56,98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360912,60,99
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360913,55,100
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360914,56,101
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360915,55,102
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360916,59,103
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360917,65,104
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360918,66,105
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360919,68,106
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360920,65,107
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360921,65,108
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360922,65,109
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360923,63,110
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360924,63,111
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360925,60,112
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360926,62,113
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360927,65,114
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360928,63,115
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360929,58,116
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19360930,55,117
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361001,54,118
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361002,58,119
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361003,56,120
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361004,59,121
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361005,53,122
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361006,59,123
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361007,60,124
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361008,59,125
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361009,62,126
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361010,67,127
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361011,61,128
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361012,61,129
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361013,58,130
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361014,60,131
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361015,55,132
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361016,57,133
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361017,60,134
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361018,54,135
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361019,54,136
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361020,54,137
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361021,48,138
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361022,48,139
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361023,49,140
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361024,51,141
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361025,51,142
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361026,48,143
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361027,50,144
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361028,50,145
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361029,44,146
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361030,47,147
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361031,42,148
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361101,44,149
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361102,35,150
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361103,42,151
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361104,47,152
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361105,48,153
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361106,47,154
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361107,42,155
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361108,38,156
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361109,37,157
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361110,38,158
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361111,36,159
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361112,36,160
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361113,37,161
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361114,39,162
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361115,49,163
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361116,45,164
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361117,47,165
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361118,43,166
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361119,41,167
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361120,49,168
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361121,45,169
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361122,42,170
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361123,45,171
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361124,48,172
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361125,46,173
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361126,39,174
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361127,38,175
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361128,31,176
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361129,33,177
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361130,33,178
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361201,30,179
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361202,34,180
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361203,38,181
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361204,41,182
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361205,46,183
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361206,52,184
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361207,49,185
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361208,47,186
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361209,45,187
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361210,38,188
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361211,38,189
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361212,40,190
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361213,48,191
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361214,47,192
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361215,43,193
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361216,45,194
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361217,47,195
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361218,53,196
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361219,47,197
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361220,42,198
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361221,49,199
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361222,53,200
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361223,49,201
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361224,44,202
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361225,43,203
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361226,40,204
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361227,39,205
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361228,38,206
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361229,37,207
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361230,37,208
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19361231,33,209
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370101,33,210
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370102,28,211
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370103,29,212
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370104,37,213
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370105,34,214
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370106,23,215
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370107,18,216
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370108,17,217
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370109,22,218
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370110,26,219
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370111,25,220
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370112,22,221
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370113,33,222
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370114,35,223
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370115,40,224
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370116,34,225
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370117,38,226
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370118,36,227
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370119,29,228
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370120,22,229
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370121,20,230
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370122,26,231
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370123,25,232
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370124,30,233
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370125,33,234
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370126,36,235
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370127,35,236
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370128,33,237
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370129,31,238
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370130,25,239
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370131,18,240
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370201,20,241
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370202,29,242
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370203,34,243
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370204,37,244
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370205,38,245
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370206,35,246
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370207,35,247
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370208,37,248
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370209,36,249
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370210,33,250
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370211,41,251
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370212,41,252
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370213,34,253
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370214,34,254
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370215,37,255
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370216,43,256
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370217,41,257
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370218,37,258
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370219,37,259
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370220,35,260
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370221,46,261
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370222,49,262
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370223,45,263
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370224,47,264
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370225,46,265
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370226,44,266
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370227,40,267
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370228,45,268
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370301,47,269
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370302,49,270
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370303,46,271
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370304,51,272
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370305,52,273
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370306,49,274
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370307,48,275
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370308,54,276
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370309,52,277
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370310,47,278
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370311,54,279
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370312,55,280
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370313,51,281
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370314,47,282
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370315,48,283
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370316,50,284
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370317,47,285
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370318,42,286
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370319,42,287
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370320,43,288
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370321,46,289
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370322,45,290
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370323,43,291
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370324,42,292
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370325,44,293
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370326,48,294
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370327,47,295
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370328,47,296
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370329,45,297
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370330,51,298
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370331,50,299
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370401,47,300
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370402,45,301
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370403,47,302
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370404,49,303
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370405,48,304
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370406,45,305
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370407,48,306
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370408,56,307
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370409,52,308
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370410,47,309
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370411,47,310
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370412,49,311
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370413,53,312
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370414,52,313
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370415,46,314
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370416,47,315
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370417,47,316
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19370418,51,317
